3.8268343,9.2387953,0
3.5355339,9.2387953,1.4644661
2.7059805,9.2387953,2.7059805
1.4644661,9.2387953,3.5355339
2.34E-16,9.2387953,3.8268343
-1.4644661,9.2387953,3.5355339
-2.7059805,9.2387953,2.7059805
-3.5355339,9.2387953,1.4644661
-3.8268343,9.2387953,4.69E-16
-3.5355339,9.2387953,-1.4644661
-2.7059805,9.2387953,-2.7059805
-1.4644661,9.2387953,-3.5355339
-7.03E-16,9.2387953,-3.8268343
1.4644661,9.2387953,-3.5355339
2.7059805,9.2387953,-2.7059805
3.5355339,9.2387953,-1.4644661
7.0710678,7.0710678,0
6.5328148,7.0710678,2.7059805
5,7.0710678,5
2.7059805,7.0710678,6.5328148
4.33E-16,7.0710678,7.0710678
-2.7059805,7.0710678,6.5328148
-5,7.0710678,5
-6.5328148,7.0710678,2.7059805
-7.0710678,7.0710678,8.66E-16
-6.5328148,7.0710678,-2.7059805
-5,7.0710678,-5
-2.7059805,7.0710678,-6.5328148
-1.3E-15,7.0710678,-7.0710678
2.7059805,7.0710678,-6.5328148
5,7.0710678,-5
6.5328148,7.0710678,-2.7059805
9.2387953,3.8268343,0
8.5355339,3.8268343,3.5355339
6.5328148,3.8268343,6.5328148
3.5355339,3.8268343,8.5355339
5.66E-16,3.8268343,9.2387953
-3.5355339,3.8268343,8.5355339
-6.5328148,3.8268343,6.5328148
-8.5355339,3.8268343,3.5355339
-9.2387953,3.8268343,1.13E-15
-8.5355339,3.8268343,-3.5355339
-6.5328148,3.8268343,-6.5328148
-3.5355339,3.8268343,-8.5355339
-1.7E-15,3.8268343,-9.2387953
3.5355339,3.8268343,-8.5355339
6.5328148,3.8268343,-6.5328148
8.5355339,3.8268343,-3.5355339
10,6.12E-16,0
9.2387953,6.12E-16,3.8268343
7.0710678,6.12E-16,7.0710678
3.8268343,6.12E-16,9.2387953
6.12E-16,6.12E-16,10
-3.8268343,6.12E-16,9.2387953
-7.0710678,6.12E-16,7.0710678
-9.2387953,6.12E-16,3.8268343
-10,6.12E-16,1.22E-15
-9.2387953,6.12E-16,-3.8268343
-7.0710678,6.12E-16,-7.0710678
-3.8268343,6.12E-16,-9.2387953
-1.84E-15,6.12E-16,-10
3.8268343,6.12E-16,-9.2387953
7.0710678,6.12E-16,-7.0710678
9.2387953,6.12E-16,-3.8268343
9.2387953,-3.8268343,0
8.5355339,-3.8268343,3.5355339
6.5328148,-3.8268343,6.5328148
3.5355339,-3.8268343,8.5355339
5.66E-16,-3.8268343,9.2387953
-3.5355339,-3.8268343,8.5355339
-6.5328148,-3.8268343,6.5328148
-8.5355339,-3.8268343,3.5355339
-9.2387953,-3.8268343,1.13E-15
-8.5355339,-3.8268343,-3.5355339
-6.5328148,-3.8268343,-6.5328148
-3.5355339,-3.8268343,-8.5355339
-1.7E-15,-3.8268343,-9.2387953
3.5355339,-3.8268343,-8.5355339
6.5328148,-3.8268343,-6.5328148
8.5355339,-3.8268343,-3.5355339
7.0710678,-7.0710678,0
6.5328148,-7.0710678,2.7059805
5,-7.0710678,5
2.7059805,-7.0710678,6.5328148
4.33E-16,-7.0710678,7.0710678
-2.7059805,-7.0710678,6.5328148
-5,-7.0710678,5
-6.5328148,-7.0710678,2.7059805
-7.0710678,-7.0710678,8.66E-16
-6.5328148,-7.0710678,-2.7059805
-5,-7.0710678,-5
-2.7059805,-7.0710678,-6.5328148
-1.3E-15,-7.0710678,-7.0710678
2.7059805,-7.0710678,-6.5328148
5,-7.0710678,-5
6.5328148,-7.0710678,-2.7059805
3.8268343,-9.2387953,0
3.5355339,-9.2387953,1.4644661
2.7059805,-9.2387953,2.7059805
1.4644661,-9.2387953,3.5355339
2.34E-16,-9.2387953,3.8268343
-1.4644661,-9.2387953,3.5355339
-2.7059805,-9.2387953,2.7059805
-3.5355339,-9.2387953,1.4644661
-3.8268343,-9.2387953,4.69E-16
-3.5355339,-9.2387953,-1.4644661
-2.7059805,-9.2387953,-2.7059805
-1.4644661,-9.2387953,-3.5355339
-7.03E-16,-9.2387953,-3.8268343
1.4644661,-9.2387953,-3.5355339
2.7059805,-9.2387953,-2.7059805
3.5355339,-9.2387953,-1.4644661
0,10,0
0,-10,0
